SPECIES,STRAIN,JGILIBRARY,BIOSAMPLE,BIOPROJECT,TAXONOMY_ID,ORGANISM_NAME,SRA_SAMPID,SRA_RUNID,LOCUSTAG,TEMPLATE
Phycomyces blakesleeanus NRRL 1464,NRRL 1464,HCXAG,SAMN15739936,PRJNA653040,4837,Phycomyces blakesleeanus,SRS7408852,SRR12690209,H4W67,ZygoLCG
Phycomyces blakesleeanus NRRL 1554,NRRL 1554,HCXAT,SAMN15740500,PRJNA653041,4837,Phycomyces blakesleeanus,SRS7408882,SRR12690248,H4W68,ZygoLCG
Phycomyces blakesleeanus NRRL 1555,NRRL 1555,HCXAU,SAMN00189023,PRJNA61391,763407,Phycomyces blakesleeanus NRRL 1555(-),SRS150714,SRR088718;SRR071451;SRR513071;SRR513070;SRR513069;SRR513068,PHYBL,ZygoLCG
Phycomyces blakesleeanus NRRL 1556,NRRL 1556,HHBGT,SAMN16773493,PRJNA677214,4837,Phycomyces blakesleeanus,,,IWY26,ZygoLCG
Phycomyces nitens NRRL 2444,NRRL 2444,HCXBS,SAMN15739737,PRJNA653093,269771,Phycomyces nitens,SRS7408901,SRR12690266,H4X20,ZygoLCG
Phycomyces nitens NRRL 2445,NRRL 2445,HHBGZ,SAMN15740987,PRJNA653102,269771,Phycomyces nitens,SRS7408907,SRR12690272,H4X29,ZygoLCG
Phycomyces nitens NRRL 2700,NRRL 2700,HCXCU,SAMN15739940,PRJNA653042,269771,Phycomyces nitens,SRS7408999,SRR12691197,H4W69,ZygoLCG
Phycomyces theobromatus NRRL 1467,NRRL 1467,CUPZU,SAMN10872461,PRJNA519262,2512243,Phycomyces sp. JGI-2019a,SRS4604695,SRR8873556,EV149,ZygoLCG
Pilaira anomala NRRL 2526,NRRL 2526,HCXCH,SAMN15741101,PRJNA653177,64641,Pilaira anomala,SRS7408995,SRR12691191,H4Y04,ZygoLCG
Pilaira anomala NRRL 2527,NRRL 2527,HCXCN,SAMN15740005,PRJNA653092,64641,Pilaira anomala,SRS7408994,SRR12691190,H4X19,ZygoLCG
Pilaira anomala RSA 1997_Plus,RSA 1997_Plus,GBNWS,SAMN11493358,PRJNA535044,64641,Pilaira anomala,SRS5393877,SRR10127305,FBN36,ZygoLCG
Pilaira anomala RSA 1998-,RSA 1998-,GBNWT,SAMN11510666,PRJNA536118,64641,Pilaira anomala,SRS5393871,SRR10127299,FBW71,ZygoLCG
Pilaira caucasica CBS 523.68,CBS 523.68,CHXXW,SAMN09062786,PRJNA455972,443158,Pilaira moreaui var. caucasica,SRS3664060,SRR7686252,DER83,ZygoLCG
Pilaira caucasica Milko NRRL 6282,NRRL 6282,GAWBS,SAMN11510193,PRJNA536226,443158,Pilaira moreaui var. caucasica,SRS5122894,SRR9716093,FBX79,ZygoLCG
Pilaira moreaui CBS 181.26,CBS 181.26,CHXXU,SAMN09062757,PRJNA455973,443155,Pilaira moreaui,SRS3664057,SRR7686249,DER84,ZygoLCG
Pirella circinans NRRL 2627,NRRL 2627,HCXCP,SAMN15741351,PRJNA653087,64646,Pirella circinans,SRS7409002,SRR12691198,H4X14,ZygoLCG
Pirella circinans NRRL 2698,NRRL 2698,HCXCT,SAMN15741628,PRJNA653113,64646,Pirella circinans,SRS7408998,SRR12691194,H4X40,ZygoLCG
Pirella circinans NRRL 2701,NRRL 2701,HCXCW,SAMN15739980,PRJNA653088,64646,Pirella circinans,SRS7408996,SRR12691192,H4X15,ZygoLCG
Pirella circinans NRRL 2748,NRRL 2748,HCXCZ,,,,,,,,ZygoLCG
Pirella circinans RSA 622-,RSA 622-,GBNTW,SAMN11510660,PRJNA535836,64646,Pirella circinans,SRS5393878,SRR10127306,FBU58,ZygoLCG
Pirella circinans RSA 682,RSA 682,GBNTX,SAMN11510656,PRJNA535832,64646,Pirella circinans,SRS5393876,SRR10127304,FBU53,ZygoLCG
Pirella circinans var. volvogradensis RSA 2566,RSA 2566,CHXZP,SAMN09074680,PRJNA463348,64646,Pirella circinans,SRS3664233,SRR7686433,DFQ41,ZygoLCG
Pirella naumovii IMI 133977,IMI 133977,CHXXX,SAMN09062756,PRJNA455971,1196579,Pirella naumovii,SRS3664059,SRR7686251,DER82,ZygoLCG
Pirella reniformis NRRL 5259,NRRL 5259,CHXZS,SAMN09083228,PRJNA463343,2184027,Pirella reniformis,SRS3664234,SRR7686434,DFQ36,ZygoLCG
Protomycocladus faisalabadensis NRRL 22826,NRRL 22826,GBNPY,SAMN11510826,PRJNA535820,101113,Protomycocladus faisalabadensis,SRS5394093,SRR10127521,FBU41,ZygoLCG
Radiomyces mexicana RSA 1186,RSA 1186,GPCYU,SAMN13190069,PRJNA581161,2663346,Radiomyces mexicanus,SRS6088604,SRR10998764,GGF35,ZygoLCG
Radiomyces spectabilis NRRL 2753,NRRL 2753,HHBHO,SAMN06266976,PRJNA366636,64574,Radiomyces spectabilis,SRS1940910,SRR5204270;SRR6047893,BYT42,ZygoLCG
Rhizomucor pusillus NRRL 2543,NRRL 2543,GBNTY,SAMN11528551,PRJNA538883,4840,Rhizomucor pusillus,SRS5394098,SRR10127526,FB651,ZygoLCG
Rhizopus acetoinus NRRL 549,NRRL 549,CWPYU,SAMN11532698,PRJNA537965,2572695,Rhizopus sp. 'acetoinus',SRS4735030,SRR9027888,FB393,ZygoLCG
Rhizopus acetoinus NRRL 5833,NRRL 5833,GAUWP,SAMN11528548,PRJNA536227,2572695,Rhizopus sp. 'acetoinus',SRS5128360,SRR9720370,FBX80,ZygoLCG
Rhizopus americanus NRRL 66675,NRRL 66675,CTHWN,SAMN10361220,PRJNA499675,235392,Rhizopus americanus,SRS4289369,SRR8485126,EC969,ZygoLCG
Rhizopus arrhizus CBS 258.28,CBS 258.28,GPPAC,SAMN14511894,PRJNA619754,64495,Rhizopus oryzae,SRS7051633,SRR12277945,HDV07,ZygoLCG
Rhizopus arrhizus CBS 330.53,CBS 330.53,GPPAO,SAMN14511913,PRJNA619755,64495,Rhizopus oryzae,SRS7098110,SRR12334051,HDV08,ZygoLCG
Rhizopus arrhizus CBS 387.34,CBS 387.34,GPOZZ,SAMN14512023,PRJNA619756,64495,Rhizopus oryzae,SRS7051619,SRR12277933,HDV09,ZygoLCG
Rhizopus arrhizus Fischer NRRL 1527,NRRL 1527,GAUSB,SAMN11510179,PRJNA536149,64495,Rhizopus oryzae,SRS5128178,SRR9720183,FBX02,ZygoLCG
Rhizopus arrhizus IMI16641,IMI 16641,GPOXX,SAMN14511995,PRJNA619757,64495,Rhizopus oryzae,SRS7045538,SRR12270018,HDV10,ZygoLCG
Rhizopus arrhizus IMI180966,IMI 180966,GPOXY,SAMN14511788,PRJNA619758,64495,Rhizopus oryzae,SRS7046686,SRR12270128,HDV11,ZygoLCG
Rhizopus arrhizus IMI195599,IMI 195599,GPPAX,SAMN14511979,PRJNA619759,64495,Rhizopus oryzae,SRS7051684,SRR12278003,HDV12,ZygoLCG
Rhizopus arrhizus IMI199624,IMI 199624,GPPAY,SAMN14512024,PRJNA619760,64495,Rhizopus oryzae,SRS7051688,SRR12278007,HDV13,ZygoLCG
Rhizopus arrhizus IMI201247,IMI 201247,GPOXW,SAMN14511789,PRJNA619761,64495,Rhizopus oryzae,SRS7044853,SRR12269333,HDV14,ZygoLCG
Rhizopus arrhizus IMI215407,IMI  215407,GPOXU,SAMN14511980,PRJNA619762,64495,Rhizopus oryzae,SRS7043791,SRR12268270,HDV15,ZygoLCG
Rhizopus arrhizus IMI266680,IMI 266680,GPPAZ,SAMN14512105,PRJNA619763,64495,Rhizopus oryzae,SRS7051694,SRR12278013,HDV16,ZygoLCG
Rhizopus arrhizus IMI53173,IMI 53173,GPOXT,SAMN14511914,PRJNA619764,64495,Rhizopus oryzae,SRS7044044,SRR12268523,HDV17,ZygoLCG
Rhizopus arrhizus JCM 5580,JCM 5580,,SAMN14511895,PRJNA619765,64495,Rhizopus oryzae,SRS7051685,SRR12278004,HDV18,ZygoLCG
Rhizopus arrhizus JCM 5580,JCM 5580 ,GPPAS,SAMN14511895,PRJNA619765,64495,Rhizopus oryzae,SRS7051685,SRR12278004,HDV18,ZygoLCG
Rhizopus arrhizus NBRC 4735,NBRC 4735,GPPAN,SAMN14511896,PRJNA619766,64495,Rhizopus oryzae,SRS7051632,SRR12277944,HDV19,ZygoLCG
Rhizopus arrhizus NBRC 4770,NBRC 4770,GPOZY,SAMN14512025,PRJNA619767,64495,Rhizopus oryzae,SRS7051567,SRR12277417,HDV20,ZygoLCG
Rhizopus arrhizus NBRC 5318,NBRC 5318,GPOZX,SAMN14511790,PRJNA619768,64495,Rhizopus oryzae,SRS7051546,SRR12277396,HDV21,ZygoLCG
Rhizopus arrhizus NRRL A-10276,NRRL A-10276,GPOYX,SAMN14511897,PRJNA619769,64495,Rhizopus oryzae,SRS7049073,SRR12274631,HDV22,ZygoLCG
Rhizopus arrhizus NRRL A-12134,NRRL A-12134,GPOYT,SAMN14511935,PRJNA619770,64495,Rhizopus oryzae,SRS7048791,SRR12274347,HDV23,ZygoLCG
Rhizopus arrhizus NRRL A-12745,NRRL A-12745,GPOYY,SAMN14512026,PRJNA619771,64495,Rhizopus oryzae,SRS7049074,SRR12274632,HDV24,ZygoLCG
Rhizopus arrhizus NRRL A-13471,NRRL A-13471,GPOYU,SAMN14512027,PRJNA619772,64495,Rhizopus oryzae,SRS7048789,SRR12274345,HDV25,ZygoLCG
Rhizopus arrhizus NRRL A-13606,NRRL A-13606,GPOZC,SAMN14511976,PRJNA619773,64495,Rhizopus oryzae,SRS7049388,SRR12274946,HDV26,ZygoLCG
Rhizopus arrhizus NRRL A-13642,NRRL A-13642,GPOZG,SAMN14511981,PRJNA619774,64495,Rhizopus oryzae,SRS7049389,SRR12274947,HDV27,ZygoLCG
Rhizopus arrhizus NRRL A-13676,NRRL A-13676,GPOZH,SAMN14511791,PRJNA619775,64495,Rhizopus oryzae,SRS7051454,SRR12277044,HDV28,ZygoLCG
Rhizopus arrhizus NRRL A-13677,NRRL A-13677,GPOZN,SAMN14512100,PRJNA619776,64495,Rhizopus oryzae,SRS7051457,SRR12277047,HDV29,ZygoLCG
Rhizopus arrhizus NRRL A-13678,NRRL A-13678,GPOZO,SAMN14511936,PRJNA619777,64495,Rhizopus oryzae,SRS7051463,SRR12277053,HDV30,ZygoLCG
Rhizopus arrhizus NRRL A-13688,NRRL A-13688,GPOYW,SAMN14511937,PRJNA619778,64495,Rhizopus oryzae,SRS7048820,SRR12274376,HDV31,ZygoLCG
Rhizopus arrhizus NRRL A-13690,NRRL A-13690,GPOXZ,SAMN14511938,PRJNA619779,64495,Rhizopus oryzae,SRS7046644,SRR12270127,HDV32,ZygoLCG
Rhizopus arrhizus NRRL A-13738,NRRL A-13738,GPOYA,SAMN14511792,PRJNA619780,64495,Rhizopus oryzae,SRS7046721,SRR12271099,HDV33,ZygoLCG
Rhizopus arrhizus NRRL A-13850,NRRL A-13850,GPOYB,SAMN14511898,PRJNA619781,64495,Rhizopus oryzae,SRS7046725,SRR12271103,HDV34,ZygoLCG
Rhizopus arrhizus NRRL A-15308,NRRL A-15308,GPOZP,SAMN14511793,PRJNA619783,64495,Rhizopus oryzae,SRS7051459,SRR12277049,HDV36,ZygoLCG
Rhizopus arrhizus NRRL A-17371,NRRL A-17371,GPOYG,SAMN14512028,PRJNA619784,64495,Rhizopus oryzae,SRS7047716,SRR12272094,HDV37,ZygoLCG
Rhizopus arrhizus NRRL A-20824,NRRL A-20824,GPOYO,SAMN14512040,PRJNA619785,64495,Rhizopus oryzae,SRS7048301,SRR12272724,HDV38,ZygoLCG
Rhizopus arrhizus NRRL A-21477,NRRL A-21477,GPOYP,SAMN14511794,PRJNA619786,64495,Rhizopus oryzae,SRS7048577,SRR12273142,HDV39,ZygoLCG
Rhizopus arrhizus NRRL A-21578,NRRL A-21578,GPOYN,SAMN14511899,PRJNA619787,64495,Rhizopus oryzae,SRS7048208,SRR12272621,HDV40,ZygoLCG
Rhizopus arrhizus NRRL A-21579,NRRL A-21579,GPOZS,SAMN14511806,PRJNA619788,64495,Rhizopus oryzae,SRS7115509,SRR12354412,HDV41,ZygoLCG
Rhizopus arrhizus NRRL A-21704,NRRL A-21704,GPOYH,SAMN14512029,PRJNA619789,64495,Rhizopus oryzae,SRS7048086,SRR12272498,HDV42,ZygoLCG
Rhizopus arrhizus NRRL A-23527,NRRL A-23527,GPOYZ,SAMN14511982,PRJNA619791,64495,Rhizopus oryzae,SRS7049296,SRR12274855,HDV44,ZygoLCG
Rhizopus arrhizus NRRL A-25359,NRRL A-25359,GPOZT,SAMN14512030,PRJNA619792,64495,Rhizopus oryzae,SRS7051483,SRR12277073,HDV45,ZygoLCG
Rhizopus arrhizus NRRL A-26116,NRRL A-26116,GPOZB,SAMN14511939,PRJNA619929,64495,Rhizopus oryzae,SRS7049295,SRR12274854,HDV46,ZygoLCG
Rhizopus arrhizus NRRL A-26501,NRRL A-26501,GPOZA,SAMN14511929,PRJNA619930,64495,Rhizopus oryzae,SRS7049297,SRR12274853,HDV47,ZygoLCG
Rhizopus arrhizus NRRL 13014,NRRL 13014,CWSCS,SAMN11512124,PRJNA537991,64495,Rhizopus oryzae,SRS4736433,SRR9029539,FB419,ZygoLCG
Rhizopus arrhizus NRRL 1470,NRRL 1470,CWPYY,SAMN11512088,PRJNA537966,64495,Rhizopus oryzae,SRS4735572,SRR9028607,FB394,ZygoLCG
Rhizopus arrhizus NRRL 2004,NRRL 2004,CWSAG,SAMN11511980,PRJNA537974,64495,Rhizopus oryzae,SRS4735921,SRR9028957,FB402,ZygoLCG
Rhizopus arrhizus NRRL 2286,NRRL 2286,GAUWW,SAMN11533444,PRJNA538866,64495,Rhizopus oryzae,SRS5128365,SRR9720375,FB634,ZygoLCG
Rhizopus arrhizus NRRL 2582,NRRL 2582,CWSAP,SAMN11512090,PRJNA537976,64495,Rhizopus oryzae,SRS4735990,SRR9029062,FB404,ZygoLCG
Rhizopus arrhizus NRRL 5896,NRRL 5896,GAUWX,SAMN11493331,PRJNA535007,64495,Rhizopus oryzae,SRS5128366,SRR9720376,FBM96,ZygoLCG
Rhizopus arrhizus NRRL 5899,NRRL 5899,CWSBZ,SAMN11512120,PRJNA537984,64495,Rhizopus oryzae,SRS5069331,SRR9650566,FB412,ZygoLCG
Rhizopus arrhizus NRRL 66519,NRRL 66519,GWOWB;GZWXT,SAMN16772367,PRJNA676573,64495,Rhizopus oryzae,SRS7834701,SRR13201207,IWR49,ZygoLCG
Rhizopus arrhizus NRRL 66564,NRRL 66564,CWSGA,SAMN11512126,PRJNA537993,64495,Rhizopus oryzae,SRS5069349,SRR9650585,FB421,ZygoLCG
Rhizopus arrhizus NRRL 66565,NRRL 66565,GAUUU,SAMN11493309,PRJNA535100,64495,Rhizopus oryzae,SRS5128322,SRR9720332,FBN95,ZygoLCG
Rhizopus arrhizus NRRL 66568,NRRL 66568,GAUUT,SAMN11493327,PRJNA534996,64495,Rhizopus oryzae,SRS5128323,SRR9720333,FBM84,ZygoLCG
Rhizopus arrhizus NRRL 66592,NRRL 66592,GAUUA,SAMN11493332,PRJNA535009,64495,Rhizopus oryzae,SRS5128305,SRR9720311,FBM98,ZygoLCG
Rhizopus arrhizus NRRL 66595,NRRL 66595,GAUUG,SAMN11493334,PRJNA535015,64495,Rhizopus oryzae,SRS5128316,SRR9720322,FBN04,ZygoLCG
Rhizopus arrhizus NRRL 66596,NRRL 66596,GAUUB,SAMN11493473,PRJNA535018,64495,Rhizopus oryzae,SRS5128307,SRR9720313,FBN08,ZygoLCG
Rhizopus arrhizus NRRL A-10365,NRRL A-10365,GAUWT,SAMN11510180,PRJNA536150,64495,Rhizopus oryzae,SRS5128362,SRR9720372,FBX03,ZygoLCG
Rhizopus arrhizus NRRL A-10369,NRRL A-10369,CWSGH,SAMN11511983,PRJNA537994,64495,Rhizopus oryzae,SRS5069352,SRR9650588,FB422,ZygoLCG
Rhizopus arrhizus NRRL A-11376,NRRL A-11376,GAUWU,SAMN11510181,PRJNA536151,64495,Rhizopus oryzae,SRS5128367,SRR9720377,FBX04,ZygoLCG
Rhizopus arrhizus NRRL A-12998,NRRL A-12998,CWSGU,SAMN11512127,PRJNA537995,64495,Rhizopus oryzae,SRS4736596,SRR9029842,FB423,ZygoLCG
Rhizopus arrhizus NRRL A-13276,NRRL A-13276,HASXX,SAMN18251096,PRJNA710989,64495,Rhizopus oryzae,,,J3A56,ZygoLCG
Rhizopus arrhizus NRRL A-13860,NRRL A-13860,CWSGW,SAMN11511958,PRJNA537996,64495,Rhizopus oryzae,SRS5069356,SRR9650592,FB424,ZygoLCG
Rhizopus arrhizus NRRL A-16824,NRRL A-16824,CWSGZ,SAMN11511961,PRJNA537999,64495,Rhizopus oryzae,SRS4736874,SRR9030128,FB427,ZygoLCG
Rhizopus arrhizus NRRL A-16826,NRRL A-16826,CWSHA,SAMN11511962,PRJNA538000,64495,Rhizopus oryzae,SRS4736869,SRR9030123,FB428,ZygoLCG
Rhizopus arrhizus NRRL A-16827,NRRL A-16827,CWSHB,SAMN11511963,PRJNA538001,64495,Rhizopus oryzae,SRS4736871,SRR9030125,FB429,ZygoLCG
Rhizopus arrhizus NRRL A-17011,NRRL A-17011,CWPYT,SAMN11512083,PRJNA537964,64495,Rhizopus oryzae,SRS4735029,SRR9027887,FB392,ZygoLCG
Rhizopus arrhizus NRRL A-23526,NRRL A-23526,CWSHT;GPOYS,SAMN11511965,PRJNA538003,64495,Rhizopus oryzae,SRS4737348,SRR12273147;SRR9030683,FB431,ZygoLCG
Rhizopus arrhizus NRRL A-26112,NRRL A-26112,GAWHA,SAMN11510182,PRJNA536152,64495,Rhizopus oryzae,SRS5128046,SRR9720051,FBX05,ZygoLCG
Rhizopus arrhizus XY00429,XY00429,GPPAU,SAMN14511900,PRJNA619931,64495,Rhizopus oryzae,SRS7051683,SRR12278002,HDV48,ZygoLCG
Rhizopus arrhizus XY00507,XY00507,GPPAH,SAMN14511901,PRJNA619932,64495,Rhizopus oryzae,SRS7051635,SRR12277947,HDV49,ZygoLCG
Rhizopus arrhizus XY01745,XY01745,GPPAA,SAMN14512044,PRJNA619933,64495,Rhizopus oryzae,SRS7051620,SRR12277934,HDV50,ZygoLCG
Rhizopus arrhizus XY01861,XY01861,GPOZW,SAMN14511960,PRJNA619934,64495,Rhizopus oryzae,SRS7115528,SRR12354434,HDV51,ZygoLCG
Rhizopus arrhizus XY01865,XY01865,GPOZU,SAMN14511940,PRJNA619935,64495,Rhizopus oryzae,SRS7115724,SRR12354677,HDV52,ZygoLCG
Rhizopus arrhizus XY01909,XY01909,GPPAT,SAMN14512033,PRJNA619936,64495,Rhizopus oryzae,SRS7051687,SRR12278006,HDV53,ZygoLCG
Rhizopus arrhizus XY01921,XY01921,GPPAB,SAMN14511931,PRJNA619937,64495,Rhizopus oryzae,SRS7051618,SRR12277932,HDV54,ZygoLCG
Rhizopus arrhizus XY02152,XY02152,GPPAP,SAMN14512034,PRJNA619938,64495,Rhizopus oryzae,SRS7098111,SRR12334052,HDV55,ZygoLCG
Rhizopus arrhizus XY02848,XY02848,GPPAG,SAMN14511984,PRJNA619939,64495,Rhizopus oryzae,SRS7051634,SRR12277946,HDV56,ZygoLCG
Rhizopus arrhizus var. arrhizus NRRL 66674,NRRL 66674,CTHWP,SAMN10361573,PRJNA499685,64495,Rhizopus oryzae,SRS4289397,SRR8485190,EC979,ZygoLCG
Rhizopus arrhizus var. delemar NRRL 5129,NRRL 5129,CWSBN,SAMN11512117,PRJNA537981,64495,Rhizopus oryzae,SRS5069315,SRR9650550,FB409,ZygoLCG
Rhizopus arrhizus var. delemar NRRL 66676,NRRL 66676,CTHWO,SAMN10361225,PRJNA499688,64495,Rhizopus oryzae,SRS4289534,SRR8485431,EC982,ZygoLCG
Rhizopus artocarpi NRRL 1799,NRRL 1799,GAUTS,SAMN11532554,PRJNA536153,2572696,Rhizopus artocarpi,SRS5128300,SRR9720306,FBX06,ZygoLCG
Rhizopus azygosporus NRRL 13165,NRRL 13165,GZNWP;GBNTA,SAMN11510819,PRJNA535810,86630,Rhizopus azygosporus,SRS5394216,SRR10127686,FBU29,ZygoLCG
Rhizopus chinensis NRRL 2906,NRRL 2906,GAUYA,SAMN11493303,PRJNA535084,4843,Rhizopus microsporus var. chinensis,SRS5128484,SRR9720651,FBN78,ZygoLCG
Rhizopus chinensis NRRL 2909,NRRL 2909,CWSAW,SAMN11511981,PRJNA537977,4843,Rhizopus microsporus var. chinensis,SRS4736030,SRR9029102,FB405,ZygoLCG
Rhizopus chinensis NRRL 5190,NRRL 5190,CWSBP,SAMN11512119,PRJNA537983,4843,Rhizopus microsporus var. chinensis,SRS4736053,SRR9029128,FB411,ZygoLCG
Rhizopus chinensis Saito NRRL 2905,NRRL 2905,GAUXW,SAMN11532815,PRJNA538874,4843,Rhizopus microsporus var. chinensis,SRS5128443,SRR9720461,FB642,ZygoLCG
Rhizopus chinensis Saito NRRL 3671,NRRL 3671,GAUYG,SAMN11510247,PRJNA536233,4843,Rhizopus microsporus var. chinensis,SRS5128486,SRR9720653,FBX86,ZygoLCG
Rhizopus chinensis var. liquefaciens NRRL 2870,NRRL 2870,GAUXX,SAMN11510248,PRJNA536234,4843,Rhizopus microsporus var. chinensis,SRS5128447,SRR9720465,FBX87,ZygoLCG
Rhizopus chungkuoensis NRRL 2873,NRRL 2873,GAUUP,SAMN11532233,PRJNA535035,2574735,Rhizopus chungkuoensis,SRS5128320,SRR9720330,FBN26,ZygoLCG
Rhizopus circinans NRRL 1475,NRRL 1475,CWPZB,SAMN11511966,PRJNA537139,97099,Rhizopus circinans,SRS5069297,SRR9650531,FB113,ZygoLCG
Rhizopus circinans NRRL 2913,NRRL 2913,GAUTH,SAMN11493304,PRJNA535086,97099,Rhizopus circinans,SRS5128297,SRR9720303,FBN80,ZygoLCG
Rhizopus circinans NRRL 2917,NRRL 2917,GBNSW,SAMN11533299,PRJNA538886,97099,Rhizopus circinans,SRS5394215,SRR10127685,FB654,ZygoLCG
Rhizopus circinans van Tieghem NRRL 13978,NRRL 13978,GAUXA,SAMN11510251,PRJNA536239,97099,Rhizopus circinans,SRS5128364,SRR9720374,FBX92,ZygoLCG
Rhizopus cohnii NRRL 1517,NRRL 1517,CWPZP,SAMN11532553,PRJNA537970,2572697,Rhizopus cohnii,SRS4735591,SRR9028626,FB398,ZygoLCG
Rhizopus delemar NRRL 1472,NRRL 1472,GAUWG,SAMN11532041,PRJNA538869,936053,Rhizopus delemar,SRS5128355,SRR9720365,FB637,ZygoLCG
Rhizopus formosaensis NRRL 2910,NRRL 2910,GAWHH,SAMN11493302,PRJNA535083,64495,Rhizopus oryzae,SRS5119192,SRR9712530,FBN77,ZygoLCG
Rhizopus formosaensis NRRL 2911,NRRL 2911,CWSAX,SAMN11512091,PRJNA537978,64495,Rhizopus oryzae,SRS5069310,SRR9650544,FB406,ZygoLCG
Rhizopus formosaensis NRRL A-10180,NRRL A-10180,GAUSX,SAMN11510183,PRJNA535665,64495,Rhizopus oryzae,SRS5128215,SRR9720221,FBU09,ZygoLCG
Rhizopus hangchao NRRL 2874,NRRL 2874,GAUXU,SAMN11533301,PRJNA535037,64495,Rhizopus oryzae,SRS5128441,SRR9720459,FBN28,ZygoLCG
Rhizopus hangchao NRRL 5545,NRRL 5545,GAUTN,SAMN11532045,PRJNA535031,64495,Rhizopus oryzae,SRS5128296,SRR9720302,FBN22,ZygoLCG
Rhizopus japonicus NRRL 1898,NRRL 1898,CWSAC,SAMN11511967,PRJNA537140,64496,Rhizopus japonicus,SRS4735910,SRR9028946,FB114,ZygoLCG
Rhizopus japonicus NRRL A-13076,NRRL A-13076,GAUTU,SAMN11510231,PRJNA536199,64496,Rhizopus japonicus,SRS5128302,SRR9720308,FBX52,ZygoLCG
Rhizopus liquefaciens NRRL 1512,NRRL 1512,CWPZN,SAMN11512084,PRJNA537968,64495,Rhizopus oryzae,SRS4735571,SRR9028606,FB396,ZygoLCG
Rhizopus liquefaciens NRRL 1514,NRRL 1514,CWPZO,SAMN11511979,PRJNA537969,64495,Rhizopus oryzae,SRS5069306,SRR9650540,FB397,ZygoLCG
Rhizopus liquefaciens NRRL 1703,NRRL 1703,CWSAB,SAMN11512087,PRJNA537973,64495,Rhizopus oryzae,SRS4735919,SRR9028955,FB401,ZygoLCG
Rhizopus lyococcos NRRL 1523,NRRL 1523,GBNSU,SAMN11533445,PRJNA538878,1196568,Rhizopus lyococcus,SRS5394211,SRR10127681,FB646,ZygoLCG
Rhizopus microsporus NRRL 13129,NRRL 13129,GAUTT,SAMN11510232,PRJNA536200,58291,Rhizopus microsporus,SRS5128301,SRR9720307,FBX53,ZygoLCG
Rhizopus microsporus NRRL 5546,NRRL 5546,CWSBS,SAMN11511968,PRJNA537141,58291,Rhizopus microsporus,SRS4736066,SRR9029155,FB115,ZygoLCG
Rhizopus microsporus NRRL 5547,NRRL 5547,CWSBT,SAMN11511969,PRJNA537142,58291,Rhizopus microsporus,SRS4736067,SRR9029156,FB116,ZygoLCG
Rhizopus microsporus NRRL 5548,NRRL 5548,CWSBU,SAMN11511987,PRJNA537143,58291,Rhizopus microsporus,SRS4736056,SRR9029145,FB117,ZygoLCG
Rhizopus microsporus NRRL 5550,NRRL 5550,CWSBW,SAMN11512019,PRJNA537144,58291,Rhizopus microsporus,SRS4736049,SRR9029124,FB118,ZygoLCG
Rhizopus microsporus NRRL 5551,NRRL 5551,GAUZX,SAMN11493306,PRJNA535095,58291,Rhizopus microsporus,SRS5119200,SRR9712541,FBN90,ZygoLCG
Rhizopus microsporus NRRL 5552,NRRL 5552,GAUZU,SAMN11493307,PRJNA535096,58291,Rhizopus microsporus,SRS5119194,SRR9712532,FBN91,ZygoLCG
Rhizopus microsporus NRRL 5553,NRRL 5553,CWSBX,SAMN11511988,PRJNA537145,58291,Rhizopus microsporus,SRS4736296,SRR9029401,FB119,ZygoLCG
Rhizopus microsporus NRRL 5554,NRRL 5554,CWSBY,SAMN11511989,PRJNA537146,58291,Rhizopus microsporus,SRS4736299,SRR9029403,FB120,ZygoLCG
Rhizopus microsporus NRRL 5558,NRRL 5558,GAUSG,SAMN11493329,PRJNA535003,58291,Rhizopus microsporus,SRS5128181,SRR9720186,FBM92,ZygoLCG
Rhizopus microsporus NRRL A-17693,NRRL A-17693,GAUTO,SAMN11510233,PRJNA536201,58291,Rhizopus microsporus,SRS5128295,SRR9720301,FBX54,ZygoLCG
Rhizopus nigricans Ehrenberg NRRL 1477,NRRL 1477,GAUTP,SAMN11510239,PRJNA536223,4846,Rhizopus stolonifer,SRS5128299,SRR9720305,FBX76,ZygoLCG
Rhizopus nigricans NRRL 3370,NRRL 3370,GAUTZ,SAMN11510187,PRJNA535666,4846,Rhizopus stolonifer,SRS5128304,SRR9720310,FBU10,ZygoLCG
Rhizopus nigricans NRRL 3372,NRRL 3372,GAUXB,SAMN11510184,PRJNA535667,4846,Rhizopus stolonifer,SRS5128368,SRR9720378,FBU11,ZygoLCG
Rhizopus nodosus NRRL 1473,NRRL 1473,GBNSP;CWPYZ,SAMN11533435,PRJNA535259;PRJNA535806,2572698,Rhizopus nodosus,SRS4735530;SRS5394162,SRR9028565;SRR10127597,FBP58,ZygoLCG
Rhizopus nodosus NRRL 1474,NRRL 1474,CWPZA,SAMN11532221,PRJNA537967,2572698,Rhizopus nodosus,SRS4735531,SRR9028566,FB395,ZygoLCG
Rhizopus oligosporus NRRL 6495,NRRL 6495,CWSCO,SAMN11512122,PRJNA537989,4847,Rhizopus microsporus var. oligosporus,SRS5069334,SRR9650569,FB417,ZygoLCG
Rhizopus oligosporus Saito NRRL 5905,NRRL 5905,GAUTY,SAMN11532710,PRJNA538867,4847,Rhizopus microsporus var. oligosporus,SRS5128306,SRR9720312,FB635,ZygoLCG
